,location,total_sqft,bath,price,bhk
592,Anekal,1500.0,4.0,99.0,3
593,Anekal,766.0,2.0,28.0,2
594,Anekal,967.0,2.0,45.0,3
595,Anekal,620.0,1.0,23.5,2
597,Anekal,1150.0,3.0,45.0,3
600,Anekal,400.0,1.0,11.5,1
601,Anekal,456.0,1.0,15.0,1
604,Anekal,2400.0,4.0,95.0,3
606,Anekal,1733.5,3.0,120.0,3
609,Anekal,420.0,1.0,12.5,1
610,Anekal,614.0,1.0,28.0,2
611,Anekal,1140.0,2.0,52.0,2
612,Anekal,625.0,1.0,25.0,2
613,Anjanapura,1500.0,3.0,139.0,3
615,Anjanapura,1070.0,2.0,39.0,2
616,Anjanapura,1500.0,3.0,121.0,3
617,Anjanapura,1070.0,2.0,37.0,2
618,Anjanapura,600.0,2.0,55.0,1
619,Anjanapura,950.0,2.0,40.0,2
620,Anjanapura,1280.0,2.0,45.0,3
621,Anjanapura,710.0,2.0,25.0,2
623,Anjanapura,950.0,2.0,32.0,2
624,Anjanapura,1200.0,3.0,165.0,3
626,Anjanapura,1843.0,3.0,87.54,3
627,Anjanapura,1076.0,2.0,30.13,2
628,Anjanapura,950.0,2.0,30.0,2
629,Ardendale,1100.0,2.0,43.25,2
630,Ardendale,1750.0,3.0,100.0,3
631,Ardendale,3198.0,4.0,200.0,4
632,Ardendale,2422.0,4.0,160.0,4
633,Ardendale,1750.0,3.0,100.0,3
634,Ardendale,3200.0,4.0,205.0,4
635,Ardendale,1728.0,3.0,95.0,3
636,Ardendale,1100.0,2.0,48.0,2
637,Ardendale,4355.0,3.0,350.0,5
638,Ardendale,3198.0,4.0,250.0,4
639,Ardendale,2062.0,3.0,140.0,4
640,Ardendale,1732.46,3.0,92.0,3
641,Ardendale,2062.0,3.0,150.0,4
643,Ardendale,1224.0,2.0,70.0,2
644,Ardendale,1777.26,3.0,105.0,3
645,Ardendale,1650.0,3.0,82.0,3
646,Ardendale,2062.0,3.0,140.0,4
647,Ardendale,1650.0,3.0,82.0,3
648,Ardendale,1224.0,2.0,67.0,2
649,Ardendale,1723.0,3.0,95.0,3
650,Ardendale,1777.26,3.0,89.0,3
651,Ardendale,1777.26,3.0,92.0,3
652,Ardendale,2500.0,3.0,250.0,3
653,Arekere,1222.0,2.0,45.0,2
654,Arekere,2060.0,3.0,140.0,3
655,Arekere,920.0,2.0,40.0,2
656,Arekere,1740.0,2.0,95.0,3
657,Arekere,1190.0,2.0,55.0,2
658,Arekere,600.0,1.0,28.0,1
659,Arekere,2072.0,3.0,108.0,3
660,Arekere,1100.0,2.0,55.0,2
661,Arekere,1445.0,2.0,125.0,3
662,Arekere,900.0,2.0,50.0,2
663,Arekere,2060.0,3.0,150.0,3
665,Arekere,2400.0,3.0,180.0,3
666,Arekere,1240.0,2.0,60.0,2
667,Arekere,900.0,2.0,44.5,2
668,Attibele,450.0,1.0,11.0,1
670,Attibele,656.0,2.0,25.0,2
671,Attibele,400.0,1.0,11.0,1
672,Attibele,400.0,1.0,12.0,1
673,Attibele,400.0,1.0,14.0,1
674,Attibele,500.0,1.0,17.0,1
676,Attibele,395.0,1.0,10.25,1
677,Attibele,3640.0,4.0,275.0,4
678,Attibele,420.0,1.0,17.0,1
680,Attibele,418.0,1.0,12.0,1
681,Attibele,1350.0,3.0,85.0,3
682,Attibele,1200.0,2.0,42.0,2
683,Attibele,400.0,1.0,10.0,1
684,Attibele,695.0,1.0,25.0,2
685,Attibele,850.0,1.0,25.0,2
686,Attibele,2400.0,3.0,120.0,3
687,Attibele,450.0,1.0,12.5,1
691,Attibele,782.0,1.0,19.55,1
693,Attibele,656.0,2.0,25.0,2
694,Attibele,400.0,1.0,11.5,1
695,Attibele,460.0,1.0,13.0,1
696,Attibele,418.0,2.0,11.5,1
697,Attibele,1000.0,2.0,42.0,2
698,Attibele,550.0,1.0,11.5,1
699,Attibele,1000.0,3.0,90.0,3
700,Attibele,1200.0,3.0,105.0,3
702,Attibele,410.0,1.0,10.0,1
703,Attibele,1200.0,3.0,110.0,3
704,Attibele,2400.0,2.0,250.0,4
705,Attibele,1700.0,3.0,65.0,3
706,Attibele,400.0,1.0,10.25,1
707,Attibele,656.0,2.0,25.0,2
708,Attibele,1500.0,3.0,90.0,3
709,Attibele,520.0,1.0,15.0,1
710,BEML Layout,1060.0,2.0,55.0,2
712,BEML Layout,999.0,2.0,45.0,2
713,BEML Layout,2400.0,4.0,225.0,5
715,BEML Layout,1194.0,2.0,65.0,2
716,BEML Layout,1200.0,2.0,67.0,2
717,BEML Layout,1200.0,5.0,325.0,3
718,BEML Layout,2400.0,2.0,228.0,2
721,BEML Layout,1194.0,2.0,65.0,2
722,BTM 2nd Stage,1260.0,5.0,185.0,3
723,BTM 2nd Stage,950.0,2.0,52.0,2
724,BTM 2nd Stage,1850.0,3.0,170.0,3
725,BTM 2nd Stage,1200.0,2.0,80.0,2
726,BTM 2nd Stage,1500.0,2.0,450.0,4
727,BTM 2nd Stage,1274.0,2.0,70.0,2
728,BTM 2nd Stage,1200.0,2.0,35.0,2
730,BTM 2nd Stage,1070.0,2.0,48.0,2
731,BTM 2nd Stage,1280.0,2.0,80.0,2
732,BTM 2nd Stage,1100.0,2.0,70.0,2
733,BTM 2nd Stage,1000.0,2.0,58.0,2
734,BTM 2nd Stage,800.0,2.0,175.0,2
735,BTM 2nd Stage,2990.0,5.0,416.0,5
736,BTM 2nd Stage,1265.0,2.0,55.0,2
737,BTM 2nd Stage,2200.0,3.0,220.0,3
738,BTM 2nd Stage,2780.0,4.0,325.0,3
739,BTM 2nd Stage,2400.0,2.0,360.0,3
740,BTM 2nd Stage,965.0,2.0,56.0,2
741,BTM 2nd Stage,1147.0,2.0,75.0,2
742,BTM 2nd Stage,2400.0,3.0,400.0,4
743,BTM 2nd Stage,1750.0,3.0,172.0,3
744,BTM 2nd Stage,1400.0,2.0,90.0,2
745,BTM 2nd Stage,1200.0,2.0,70.0,2
746,BTM 2nd Stage,1100.0,2.0,47.0,2
747,BTM 2nd Stage,930.0,2.0,46.0,2
749,BTM 2nd Stage,2500.0,3.0,345.0,3
750,BTM Layout,1150.0,2.0,63.0,2
751,BTM Layout,3000.0,3.0,338.0,3
752,BTM Layout,3300.0,6.0,165.0,6
753,BTM Layout,1450.0,2.0,81.0,3
754,BTM Layout,1776.0,2.0,75.0,3
755,BTM Layout,1458.0,3.0,79.0,3
756,BTM Layout,935.0,2.0,51.5,2
757,BTM Layout,1020.0,2.0,46.5,2
758,BTM Layout,1600.0,3.0,112.0,3
759,BTM Layout,1300.0,2.0,75.0,3
760,BTM Layout,1540.0,2.0,78.0,3
761,BTM Layout,450.0,1.0,20.0,1
762,BTM Layout,2400.0,3.0,220.0,3
763,BTM Layout,1196.0,2.0,56.81,2
764,BTM Layout,1470.0,2.0,99.0,3
769,Babusapalaya,1675.0,3.0,75.0,3
770,Babusapalaya,1141.0,2.0,46.0,2
771,Babusapalaya,1084.0,2.0,58.0,2
772,Babusapalaya,1500.0,2.0,57.0,2
774,Babusapalaya,1050.0,2.0,45.0,2
775,Babusapalaya,1141.0,2.0,45.9,2
778,Babusapalaya,1105.0,2.0,40.0,2
779,Babusapalaya,1410.0,2.0,65.0,3
780,Babusapalaya,1305.0,2.0,70.0,2
781,Babusapalaya,1450.0,2.0,55.99,2
782,Babusapalaya,1100.0,2.0,38.0,2
784,Babusapalaya,1200.0,2.0,105.0,2
785,Babusapalaya,1061.0,2.0,33.84,2
786,Babusapalaya,1061.0,2.0,38.95,2
787,Babusapalaya,1061.0,2.0,34.0,2
788,Babusapalaya,1245.0,2.0,58.0,2
789,Badavala Nagar,1494.0,2.0,94.55,3
790,Badavala Nagar,1274.0,2.0,81.0,2
791,Badavala Nagar,1842.0,3.0,115.0,3
792,Badavala Nagar,1494.0,2.0,94.55,3
793,Badavala Nagar,1145.0,2.0,57.0,2
794,Badavala Nagar,1274.0,2.0,81.0,2
795,Badavala Nagar,1494.0,2.0,94.55,3
796,Badavala Nagar,1842.0,3.0,115.0,3
797,Badavala Nagar,1842.0,3.0,115.0,3
798,Badavala Nagar,1842.0,3.0,115.0,3
799,Badavala Nagar,1274.0,2.0,90.0,2
800,Badavala Nagar,1274.0,2.0,90.0,2
801,Balagere,1210.0,2.0,80.9,2
805,Balagere,1205.0,2.0,78.5,2
807,Balagere,790.5,1.0,41.9,1
810,Balagere,1012.0,2.0,75.0,2
811,Balagere,1020.07,2.0,68.38,2
812,Balagere,1205.47,2.0,81.0,2
813,Balagere,1007.0,2.0,65.0,2
814,Balagere,656.0,1.0,53.0,1
817,Balagere,1210.0,2.0,83.0,2
818,Balagere,675.0,1.0,45.0,1
819,Balagere,656.0,1.0,43.0,1
821,Balagere,1012.0,2.0,64.0,2
823,Balagere,1007.0,2.0,67.0,2
824,Balagere,1007.0,2.0,66.0,2
827,Balagere,1007.0,2.0,75.0,2
828,Balagere,645.0,1.0,34.18,1
831,Balagere,790.5,1.0,42.295,1
832,Balagere,1012.0,2.0,65.0,2
833,Balagere,656.0,1.0,38.77,1
834,Balagere,645.0,1.0,39.0,1
835,Balagere,645.0,1.0,41.0,1
836,Balagere,1210.0,2.0,82.0,2
837,Balagere,661.0,1.0,33.0,1
838,Balagere,656.0,1.0,34.77,1
840,Balagere,1012.0,2.0,70.0,2
841,Balagere,645.0,1.0,55.0,1
842,Balagere,1007.0,2.0,68.0,2
844,Balagere,1205.0,2.0,79.0,2
845,Balagere,1012.0,2.0,68.0,2
847,Banashankari,1077.0,2.0,37.64,2
848,Banashankari,1470.0,2.0,88.64,3
849,Banashankari,1300.0,2.0,75.0,3
850,Banashankari,1800.0,3.0,115.0,3
851,Banashankari,1125.0,2.0,63.0,2
852,Banashankari,2400.0,2.0,460.0,2
854,Banashankari,1310.0,2.0,80.0,2
855,Banashankari,2400.0,3.0,370.0,4
857,Banashankari,1900.0,2.0,170.0,3
858,Banashankari,1260.0,2.0,75.0,2
859,Banashankari,1170.0,2.0,46.79,2
861,Banashankari,1350.0,2.0,83.0,3
863,Banashankari,1330.0,2.0,78.0,2
864,Banashankari,1400.0,2.0,78.0,3
865,Banashankari,1700.0,3.0,125.0,3
866,Banashankari,1020.0,2.0,40.79,2
867,Banashankari,1600.0,2.0,63.98,2
868,Banashankari,1041.0,2.0,36.44,2
869,Banashankari,3580.0,3.0,411.0,3
870,Banashankari,2400.0,1.0,200.0,1
871,Banashankari,1390.0,2.0,86.0,2
872,Banashankari,1460.0,2.0,70.0,2
873,Banashankari,1200.0,2.0,60.0,2
874,Banashankari,1290.0,2.0,80.0,2
875,Banashankari,2582.0,5.0,250.0,3
876,Banashankari,1186.0,2.0,65.0,2
877,Banashankari,1650.0,3.0,101.0,3
879,Banashankari,1181.0,2.0,75.0,2
880,Banashankari,1105.0,2.0,90.0,2
881,Banashankari,720.0,1.0,60.0,1
882,Banashankari,1040.0,2.0,45.0,2
883,Banashankari,1330.0,2.0,77.0,2
884,Banashankari,1200.0,2.0,49.0,2
885,Banashankari,1185.0,2.0,67.0,2
886,Banashankari,1000.0,2.0,50.0,2
887,Banashankari,1650.0,3.0,90.75,3
888,Banashankari,1650.0,3.0,101.0,3
889,Banashankari,1310.0,2.0,80.43,2
890,Banashankari,600.0,1.0,27.0,2
891,Banashankari,1430.0,2.0,87.8,2
892,Banashankari,1020.0,2.0,42.83,2
895,Banashankari,1195.0,2.0,35.84,2
896,Banashankari,1683.0,3.0,115.0,3
897,Banashankari,1800.0,3.0,125.0,3
898,Banashankari,1175.0,2.0,41.13,2
900,Banashankari,1800.0,3.0,175.0,3
901,Banashankari,1450.0,2.0,50.75,2
902,Banashankari,1770.0,3.0,108.0,3
903,Banashankari,1800.0,3.0,125.0,3
905,Banashankari,1886.0,3.0,205.0,3
907,Banashankari,1200.0,3.0,74.52,3
908,Banashankari,1100.0,2.0,63.0,2
909,Banashankari,1020.0,2.0,40.79,2
910,Banashankari,2400.0,4.0,500.0,4
911,Banashankari,1260.0,2.0,75.0,2
912,Banashankari,2400.0,4.0,470.0,4
913,Banashankari,1040.0,2.0,109.0,3
915,Banashankari,1426.0,3.0,85.0,3
916,Banashankari Stage II,1700.0,2.0,150.0,2
917,Banashankari Stage II,1200.0,2.0,150.0,4
918,Banashankari Stage II,1500.0,2.0,120.0,3
919,Banashankari Stage II,2400.0,3.0,510.0,5
920,Banashankari Stage II,1500.0,2.0,650.0,4
921,Banashankari Stage II,1240.0,2.0,59.52,3
922,Banashankari Stage II,1250.0,2.0,110.0,2
923,Banashankari Stage II,1260.0,2.0,95.0,3
924,Banashankari Stage II,2400.0,2.0,300.0,3
925,Banashankari Stage II,1400.0,2.0,100.0,2
926,Banashankari Stage II,2800.0,3.0,425.0,5
927,Banashankari Stage II,3000.0,3.0,450.0,3
928,Banashankari Stage II,1200.0,2.0,198.0,3
929,Banashankari Stage II,1245.0,2.0,125.0,2
931,Banashankari Stage III,1305.0,2.0,58.7,3
932,Banashankari Stage III,1145.0,2.0,58.4,2
933,Banashankari Stage III,1650.0,3.0,118.0,3
934,Banashankari Stage III,2400.0,4.0,240.0,4
935,Banashankari Stage III,1350.0,2.0,68.0,3
937,Banashankari Stage III,1305.0,2.0,59.0,3
938,Banashankari Stage III,1305.0,2.0,60.0,3
939,Banashankari Stage III,1200.0,2.0,42.0,2
940,Banashankari Stage III,1305.0,2.0,59.0,3
941,Banashankari Stage III,1480.0,3.0,75.48,3
942,Banashankari Stage III,1305.0,2.0,59.0,3
943,Banashankari Stage III,1304.0,2.0,111.0,2
944,Banashankari Stage III,1200.0,6.0,170.0,4
945,Banashankari Stage III,910.0,2.0,160.0,2
946,Banashankari Stage III,1000.0,2.0,120.0,3
947,Banashankari Stage III,3000.0,6.0,150.0,6
948,Banashankari Stage III,1085.0,2.0,50.0,2
949,Banashankari Stage III,1500.0,2.0,100.0,3
950,Banashankari Stage III,1350.0,1.0,145.0,1
951,Banashankari Stage III,2100.0,3.0,147.0,4
952,Banashankari Stage III,1420.0,2.0,95.0,3
953,Banashankari Stage V,1300.0,2.0,58.5,3
954,Banashankari Stage V,1305.0,2.0,49.0,3
955,Banashankari Stage V,1035.0,2.0,35.77,2
956,Banashankari Stage V,1355.0,2.0,61.0,3
957,Banashankari Stage V,1510.0,3.0,47.57,3
958,Banashankari Stage V,1650.0,3.0,51.98,3
959,Banashankari Stage V,1630.0,3.0,51.35,3
960,Banashankari Stage V,1510.0,3.0,47.57,3
961,Banashankari Stage V,1315.0,2.0,49.0,3
962,Banashankari Stage V,1540.0,3.0,48.51,3
963,Banashankari Stage V,1200.0,4.0,240.0,3
964,Banashankari Stage V,920.0,2.0,41.5,2
965,Banashankari Stage VI,1177.5,2.0,59.935,2
966,Banashankari Stage VI,4800.0,4.0,190.0,4
967,Banashankari Stage VI,2800.0,4.0,89.0,4
968,Banashankari Stage VI,1200.0,4.0,195.0,4
969,Banashankari Stage VI,2200.0,4.0,195.0,4
970,Banashankari Stage VI,1160.0,2.0,59.0,2
971,Banashankari Stage VI,1180.0,2.0,59.47,2
972,Banashankari Stage VI,1423.0,2.0,71.73,3
973,Banashankari Stage VI,1392.0,3.0,69.46,3
974,Banashankari Stage VI,1410.5,2.0,70.385,3
975,Banashankari Stage VI,4800.0,3.0,200.0,4
976,Banaswadi,1184.0,2.0,53.0,2
977,Banaswadi,1145.0,2.0,55.0,2
978,Banaswadi,6150.0,6.0,830.0,7
979,Banaswadi,1250.0,2.0,60.0,2
980,Banaswadi,1365.0,2.0,73.0,2
981,Banaswadi,1903.0,6.0,140.0,5
982,Banaswadi,1222.0,2.0,80.0,2
983,Banaswadi,870.0,2.0,38.0,2
984,Banaswadi,1200.0,2.0,60.0,2
986,Banaswadi,527.0,1.0,35.0,1
987,Banaswadi,1340.0,2.0,73.0,2
988,Banaswadi,1008.0,2.0,52.0,2
989,Banaswadi,2250.0,5.0,240.0,5
990,Banaswadi,1105.0,2.0,57.0,2
991,Banjara Layout,1294.0,2.0,48.0,3
992,Banjara Layout,1200.0,2.0,70.0,2
993,Banjara Layout,1050.0,2.0,64.8,2
994,Banjara Layout,753.0,3.0,59.5,2
995,Banjara Layout,900.0,3.0,79.0,3
996,Banjara Layout,3750.0,5.0,145.0,4
997,Banjara Layout,2500.0,4.0,140.0,3
998,Banjara Layout,1200.0,4.0,105.0,4
1000,Bannerghatta,2611.0,3.0,239.0,3
1001,Bannerghatta,3012.0,6.0,250.0,4
1002,Bannerghatta,3012.0,6.0,268.0,4
1003,Bannerghatta,1665.0,3.0,110.0,3
1005,Bannerghatta,2370.0,4.0,195.0,3
1006,Bannerghatta,1100.0,2.0,66.0,2
1007,Bannerghatta,2895.5,2.0,246.0,4
1008,Bannerghatta,1113.0,2.0,70.0,2
1009,Bannerghatta,1200.0,2.0,73.2,2
1010,Bannerghatta,1070.0,2.0,87.0,2
1011,Bannerghatta,1776.0,3.0,124.0,3
1012,Bannerghatta,1776.0,3.0,150.0,3
1013,Bannerghatta,1320.0,2.0,50.0,2
1014,Bannerghatta,1120.0,2.0,42.5,2
1015,Bannerghatta Road,500.0,1.0,18.5,1
1016,Bannerghatta Road,1050.0,2.0,65.0,2
1017,Bannerghatta Road,1200.0,2.0,125.0,4
1018,Bannerghatta Road,1170.0,2.0,66.0,3
1019,Bannerghatta Road,595.0,1.0,33.32,1
1020,Bannerghatta Road,1445.0,3.0,95.0,3
1021,Bannerghatta Road,1640.0,2.0,120.0,3
1023,Bannerghatta Road,1460.0,2.0,90.0,3
1025,Bannerghatta Road,1179.0,2.0,66.02,2
1026,Bannerghatta Road,1122.5,2.0,58.935,2
1027,Bannerghatta Road,793.0,2.0,45.0,2
1029,Bannerghatta Road,1400.0,2.0,78.0,2
1031,Bannerghatta Road,1215.0,2.0,50.0,2
1032,Bannerghatta Road,1654.0,3.0,100.0,3
1033,Bannerghatta Road,1181.0,2.0,55.0,2
1035,Bannerghatta Road,1200.0,2.0,75.0,2
1037,Bannerghatta Road,595.0,1.0,31.83,1
1038,Bannerghatta Road,1105.0,2.0,51.0,2
1039,Bannerghatta Road,1255.0,2.0,65.26,2
1041,Bannerghatta Road,1550.0,3.0,82.0,3
1043,Bannerghatta Road,1650.0,3.0,122.0,3
1044,Bannerghatta Road,912.0,2.0,55.0,2
1045,Bannerghatta Road,1218.0,2.0,73.0,2
1047,Bannerghatta Road,1115.0,2.0,65.12,2
1049,Bannerghatta Road,1893.0,3.0,100.0,3
1050,Bannerghatta Road,1600.0,3.0,95.0,3
1051,Bannerghatta Road,1275.0,2.0,65.0,2
1052,Bannerghatta Road,892.0,2.0,39.0,2
1054,Bannerghatta Road,1260.0,2.0,70.0,2
1056,Bannerghatta Road,1157.0,2.0,40.0,2
1057,Bannerghatta Road,1150.0,2.0,65.0,2
1059,Bannerghatta Road,1100.0,2.0,39.0,2
1061,Bannerghatta Road,1725.0,3.0,110.0,3
1062,Bannerghatta Road,1850.0,6.0,150.0,6
1064,Bannerghatta Road,950.0,2.0,38.0,2
1065,Bannerghatta Road,1220.0,2.0,80.0,2
1066,Bannerghatta Road,1130.0,2.0,78.0,2
1068,Bannerghatta Road,1486.0,3.0,83.22,3
1070,Bannerghatta Road,1015.0,2.0,48.0,2
1071,Bannerghatta Road,1115.0,2.0,61.0,2
1072,Bannerghatta Road,1136.0,2.0,48.0,2
1073,Bannerghatta Road,2700.0,4.0,260.0,4
1074,Bannerghatta Road,1200.0,2.0,69.0,3
1075,Bannerghatta Road,1465.0,2.0,76.0,3
1076,Bannerghatta Road,1500.0,4.0,239.0,3
1077,Bannerghatta Road,1302.5,2.0,67.73,2
1078,Bannerghatta Road,1200.0,2.0,65.0,2
1079,Bannerghatta Road,1240.0,2.0,65.0,2
1080,Bannerghatta Road,1476.0,3.0,125.0,3
1082,Bannerghatta Road,1532.5,3.0,84.29,3
1084,Bannerghatta Road,1268.0,2.0,69.0,2
1085,Bannerghatta Road,1450.0,2.0,87.0,3
1086,Bannerghatta Road,2932.0,5.0,195.0,4
1089,Bannerghatta Road,960.0,2.0,58.0,2
1090,Bannerghatta Road,1750.0,3.0,130.0,3
1091,Bannerghatta Road,1275.0,2.0,73.0,2
1093,Bannerghatta Road,1240.0,2.0,71.0,2
1095,Bannerghatta Road,1215.0,2.0,68.0,2
1096,Bannerghatta Road,1215.0,2.0,68.0,2
1097,Bannerghatta Road,1894.0,3.0,115.0,3
1099,Bannerghatta Road,1693.0,3.0,89.0,3
1100,Bannerghatta Road,1280.0,2.0,60.16,2
1101,Bannerghatta Road,2500.0,4.0,1400.0,5
1103,Bannerghatta Road,630.0,1.0,35.0,1
1104,Bannerghatta Road,1215.0,2.0,68.0,2
1105,Bannerghatta Road,1365.0,3.0,76.18,3
1106,Bannerghatta Road,1115.0,2.0,78.0,2
1107,Bannerghatta Road,1532.5,3.0,79.465,3
1109,Bannerghatta Road,1655.0,3.0,90.0,3
1110,Bannerghatta Road,1247.0,2.0,47.39,2
1111,Bannerghatta Road,2400.0,4.0,344.0,4
1112,Bannerghatta Road,1237.5,2.0,49.49,2
1113,Bannerghatta Road,1650.0,3.0,94.0,3
1114,Bannerghatta Road,905.0,2.0,65.0,2
1115,Bannerghatta Road,1000.0,2.0,50.0,2
1117,Bannerghatta Road,1012.0,2.0,45.0,2
1119,Bannerghatta Road,1460.0,2.0,80.0,3
1120,Bannerghatta Road,1340.0,2.0,85.0,2
1121,Bannerghatta Road,1711.0,3.0,125.0,3
1122,Bannerghatta Road,1520.0,2.0,81.0,3
1123,Bannerghatta Road,2826.0,3.0,148.0,3
1124,Bannerghatta Road,1115.0,2.0,61.0,2
1125,Bannerghatta Road,1154.0,2.0,47.0,2
1126,Bannerghatta Road,1000.0,2.0,44.5,2
1127,Bannerghatta Road,1250.0,2.0,48.0,2
1128,Bannerghatta Road,1640.0,3.0,105.0,3
1130,Bannerghatta Road,1012.0,2.0,44.0,2
1131,Bannerghatta Road,1527.0,3.0,115.0,3
1134,Bannerghatta Road,1550.0,3.0,96.0,3
1135,Bannerghatta Road,1200.0,2.0,78.0,2
1136,Bannerghatta Road,1885.0,3.0,125.0,3
1138,Bannerghatta Road,1450.0,2.0,78.0,3
1139,Bannerghatta Road,700.0,1.0,31.2,1
1142,Bannerghatta Road,905.0,2.0,58.0,2
1144,Bannerghatta Road,1920.0,3.0,122.0,3
1145,Bannerghatta Road,2400.0,4.0,180.0,4
1147,Bannerghatta Road,1270.0,2.0,45.0,2
1148,Bannerghatta Road,4723.0,4.0,500.0,4
1149,Bannerghatta Road,1520.0,2.0,80.0,3
1150,Bannerghatta Road,1270.0,2.0,73.0,3
1151,Bannerghatta Road,1846.0,3.0,120.0,3
1153,Bannerghatta Road,1122.5,2.0,61.74,2
1154,Bannerghatta Road,1655.0,3.0,95.0,3
1155,Bannerghatta Road,1206.0,2.0,53.0,2
1156,Bannerghatta Road,1150.0,2.0,55.0,2
1157,Bannerghatta Road,1215.0,2.0,65.0,2
1158,Bannerghatta Road,1510.0,2.0,110.0,3
1159,Bannerghatta Road,1022.0,2.0,35.0,2
1160,Bannerghatta Road,1246.0,2.0,47.35,2
1161,Bannerghatta Road,1470.0,2.0,85.0,3
1162,Bannerghatta Road,1160.0,2.0,45.0,2
1163,Bannerghatta Road,970.0,2.0,57.0,2
1164,Bannerghatta Road,1527.0,3.0,142.0,3
1166,Basavangudi,2337.0,4.0,292.0,3
1167,Basavangudi,2350.0,3.0,300.0,3
1168,Basavangudi,1500.0,2.0,143.0,3
1170,Basavangudi,600.0,1.0,97.5,1
1171,Basavangudi,2150.0,3.0,265.0,3
1172,Basavangudi,1036.0,2.0,105.0,2
1175,Basavangudi,2300.0,3.0,317.0,3
1176,Basavangudi,1600.0,2.0,160.0,3
1177,Basavangudi,1560.0,2.0,145.0,2
1178,Basavangudi,1825.0,3.0,175.0,3
1179,Basavangudi,1800.0,3.0,195.0,3
1180,Basavangudi,1100.0,2.0,93.0,2
1181,Basavangudi,670.0,1.0,50.0,1
1183,Basavangudi,1050.0,2.0,103.0,2
1184,Basavangudi,1350.0,2.0,130.0,3
1185,Basavangudi,1485.0,3.0,140.0,3
1186,Basavangudi,1180.0,2.0,124.0,2
1188,Basavangudi,1200.0,2.0,120.0,2
1190,Basavangudi,1230.0,2.0,80.0,2
1191,Basavangudi,2350.0,3.0,300.0,3
1192,Basavangudi,2453.0,3.0,250.0,4
1194,Basaveshwara Nagar,1200.0,2.0,65.0,2
1195,Basaveshwara Nagar,4500.0,5.0,415.0,5
1196,Basaveshwara Nagar,1865.0,3.0,145.0,3
1197,Basaveshwara Nagar,2460.0,7.0,350.0,7
1198,Basaveshwara Nagar,2400.0,5.0,415.0,5
1199,Basaveshwara Nagar,1200.0,2.0,90.0,2
1200,Basaveshwara Nagar,1180.0,2.0,58.0,2
1201,Basaveshwara Nagar,2400.0,4.0,310.0,5
1202,Basaveshwara Nagar,1200.0,2.0,80.0,2
1203,Basaveshwara Nagar,900.0,2.0,60.0,2
1204,Basaveshwara Nagar,2520.0,4.0,378.0,5
1205,Basaveshwara Nagar,1900.0,3.0,150.0,3
1206,Basaveshwara Nagar,1200.0,2.0,85.0,2
1207,Basaveshwara Nagar,1200.0,2.0,70.0,2
1208,Basaveshwara Nagar,1200.0,1.0,180.0,2
1209,Basaveshwara Nagar,1200.0,3.0,190.0,3
1210,Battarahalli,1200.0,2.0,65.0,2
1211,Battarahalli,1779.0,3.0,89.61,3
1212,Battarahalli,1300.0,2.0,50.0,2
1213,Battarahalli,1945.0,3.0,97.42,3
1214,Battarahalli,1777.0,3.0,100.0,3
1215,Battarahalli,1135.0,2.0,43.0,2
1216,Battarahalli,1276.0,2.0,45.0,2
1217,Battarahalli,1880.0,3.0,94.36,3
1218,Battarahalli,1071.0,2.0,62.0,2
1219,Battarahalli,1165.0,2.0,43.0,2
1220,Battarahalli,600.0,1.0,47.0,1
1221,Battarahalli,1636.0,2.0,82.89,2
1222,Battarahalli,1779.0,3.0,90.0,3
1224,Battarahalli,1090.0,2.0,38.37,2
1225,Battarahalli,2082.0,3.0,104.0,3
1228,Battarahalli,1590.0,2.0,102.0,2
1229,Battarahalli,2024.0,3.0,103.0,3
1230,Battarahalli,1097.0,2.0,49.0,2
1232,Begur,1419.0,2.0,59.0,3
1233,Begur,1580.0,3.0,75.0,3
1234,Begur,1550.0,4.0,130.0,4
1235,Begur,1559.0,3.0,63.0,3
1236,Begur,1445.0,2.0,47.1,3
1237,Begur,1475.0,2.0,74.0,3
1238,Begur,3500.0,4.0,185.0,3
1239,Begur,1100.0,2.0,55.0,2
1240,Begur,1306.0,2.0,65.0,2
1241,Begur,1304.0,3.0,65.0,3
1242,Begur,2400.0,3.0,12.0,3
1243,Begur,1411.0,2.0,60.0,3
1244,Begur,815.0,2.0,40.0,2
1245,Begur,1443.0,2.0,70.0,3
1246,Begur,1200.0,2.0,33.0,2
1247,Begur Road,1200.0,2.0,44.0,2
1248,Begur Road,1358.0,2.0,80.58,2
1249,Begur Road,1200.0,2.0,46.8,2
1250,Begur Road,1160.0,2.0,44.0,2
1251,Begur Road,1584.0,3.0,65.0,3
1254,Begur Road,1200.0,2.0,43.2,2
1255,Begur Road,1160.0,2.0,44.08,2
1256,Begur Road,1200.0,2.0,45.0,2
1258,Begur Road,1410.0,2.0,53.0,3
1259,Begur Road,1200.0,2.0,37.8,2
1260,Begur Road,970.0,2.0,27.0,2
1261,Begur Road,1160.0,2.0,40.59,2
1262,Begur Road,1260.0,2.0,46.62,2
1264,Begur Road,1634.0,3.0,83.33,3
1266,Begur Road,1160.0,2.0,36.0,2
1267,Begur Road,1500.0,2.0,70.0,3
1268,Begur Road,1160.0,2.0,42.0,2
1269,Begur Road,1240.0,2.0,39.06,2
1270,Begur Road,1200.0,2.0,45.0,2
1274,Begur Road,1583.0,3.0,74.4,3
